updated_at,ticker,indicator_source,series_type,industry,month,indicator_mom_pct,indicator_yoy_pct,same_month_stock_return_pct,stock_return_1m_after_pct,stock_return_3m_after_pct
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-05,-8.055,0,0,0.71,-17.929
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-06,-7.965,0,0.71,-1.462,-18.115
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-07,5.192,0,-1.462,-17.298,-15.894
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-08,24.132,0,-17.298,0.48,-19.827
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-09,-14.875,0,0.48,1.211,-0.319
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-10,-13.841,0,1.211,-21.165,-4.567
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-11,4.217,0,-21.165,24.93,27.846
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-12,-11.561,0,24.93,-3.102,12.856
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-01,-4.031,-23.855,-3.102,5.61,-2.376
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-02,15.437,-1.644,5.611,10.281,-5.5
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-03,-6.981,-20.771,10.281,-16.18,5.951
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-04,-10.994,-31.489,-16.18,2.231,28.499
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-05,19.596,-10.885,2.231,23.644,36.012
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-06,-5.859,-8.846,23.644,1.658,18.08
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-07,1.582,-11.974,1.658,8.208,18.916
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-08,-0.519,-29.455,8.208,7.343,16.338
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-09,6.159,-12.024,7.343,2.378,10.985
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-10,4.818,7.028,2.378,5.863,-1.217
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-11,-9.287,-6.84,5.863,2.403,-14.922
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2019-12,16.443,22.658,2.403,-8.878,-6.367
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-01,-4.352,22.247,-8.878,-8.824,-3.695
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-02,-9.471,-4.13,-8.824,12.7,29.894
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-03,-12.205,-9.514,12.7,-6.277,25.545
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-04,25.35,27.435,-6.277,22.977,26.279
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-05,-4.287,1.986,22.977,8.926,3.366
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-06,3.311,11.92,8.926,-5.729,-3.125
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-07,-2.356,7.58,-5.729,0.663,30.645
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-08,-18.05,-11.378,0.663,2.086,40.505
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-09,8.834,-9.145,2.086,27.133,42.688
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-10,8.874,-5.629,27.133,8.261,22.78
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-11,9.145,13.547,8.261,3.672,21.849
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2020-12,0.273,-2.22,3.672,9.395,21.377
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-01,10.536,12.999,9.395,7.44,11.734
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-02,8.71,35.692,7.44,3.27,2.757
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-03,-16.856,28.505,3.27,0.704,-7.036
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-04,21.364,24.418,0.704,-1.192,-2.918
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-05,-12.06,14.314,-1.192,-6.572,3.307
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-06,11.755,23.657,-6.572,5.165,17.654
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-07,1.296,28.282,5.165,5.144,26.672
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-08,2.408,60.306,5.144,6.402,33.441
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-09,-1.029,45.779,6.402,13.226,3.557
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-10,1.856,36.382,13.226,10.762,-6.801
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-11,18.149,47.632,10.762,-17.426,-4.572
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2021-12,-12.832,28.338,-17.426,1.9,1.37
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-01,-4.105,11.339,1.9,13.412,5.756
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-02,-1.181,1.209,13.412,-12.285,-29.96
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-03,6.721,29.909,-12.285,6.309,-17.069
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-04,-5.948,0.674,6.309,-24.89,-25.127
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-05,4.911,20.102,-24.89,3.86,-19.413
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-06,10.071,18.293,3.86,-4.021,-14.171
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-07,0.064,16.855,-4.021,-19.158,2.106
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-08,23.567,40.999,-19.158,10.616,8.908
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-09,5.159,49.814,10.616,14.181,14.383
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-10,-20.515,16.91,14.181,-13.772,3.593
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-11,-4.988,-5.984,-13.772,16.178,23.765
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2022-12,-0.919,6.865,16.178,3.409,2.911
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-01,-30.132,-22.14,3.409,3.019,24.053
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-02,28.152,0.971,3.019,-3.398,28.18
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-03,9.985,4.059,-3.398,24.653,37.109
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-04,-17.35,-8.557,24.653,6.446,11.701
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-05,5.126,-8.369,6.446,3.332,-0.584
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-06,7.508,-10.503,3.332,1.553,-7.013
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-07,-11.303,-20.67,1.553,-5.261,11.356
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-08,0,-35.8,-5.261,-3.351,23.557
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-09,5.601,-35.53,-3.351,21.615,41.053
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-10,-7.917,-25.312,21.615,5.12,53.465
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-11,6.26,-16.47,5.12,10.335,56.721
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2023-12,6.441,-10.265,10.335,32.317,26.036
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-01,6.79,37.156,32.317,7.35,-8.788
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-02,-10.988,-4.734,7.35,-11.268,-11.824
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-03,24.689,8.003,-11.268,-4.243,-11.674
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-04,22.167,59.642,-4.243,3.776,-23.268
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-05,-22.681,17.415,3.776,-11.117,-27.536
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-06,-15.425,-7.631,-11.117,-16.812,-24.565
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-07,18.316,23.214,-16.812,-1.996,-9.669
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-08,2.24,25.974,-1.996,-7.473,-4.369
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-09,-19.394,-3.843,-7.473,-0.385,11.987
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-10,53.957,60.768,-0.385,3.754,-5.084
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-11,-12.15,32.914,3.754,8.352,-16.849
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2024-12,-0.768,23.911,8.352,-15.57,-19.004
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-01,-26.027,-14.167,-15.57,-9.107,3.955
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-02,23.027,18.634,-9.107,5.545,37.643
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-03,4.516,-0.56,5.545,8.363,28.763
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-04,-3.882,-21.764,8.363,20.348,-10.152
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-05,-2.28,-1.121,20.348,-1.264,-4.769
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-06,2.333,19.641,-1.264,-24.387,25.064
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-07,-10.749,-9.75,-24.387,27.559,53.883
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-08,2.19,-9.794,27.559,29.666,30.197
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-09,12.714,26.139,29.666,-6.963,20.86
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-10,-1.458,-19.263,-6.963,7.925,38.396
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-11,11.125,2.128,7.925,20.367,8.479
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2025-12,-6.944,-4.229,20.367,6.536,7.456
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-01,-15.299,9.662,6.536,-15.406,11.929
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-02,9.031,-2.814,-15.406,19.232,26.672
2026/05/20 01:43,8035.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2026-03,5.185,-2.192,19.232,10.971,
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-05,-10.032,0,0,0.71,-17.929
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-06,-6.423,0,0.71,-1.462,-18.115
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-07,4.671,0,-1.462,-17.298,-15.894
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-08,23.406,0,-17.298,0.48,-19.827
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-09,-13.801,0,0.48,1.211,-0.319
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-10,-14.384,0,1.211,-21.165,-4.567
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-11,3,0,-21.165,24.93,27.846
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2018-12,-10.68,0,24.93,-3.102,12.856
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-01,-4.457,-24.224,-3.102,5.61,-2.376
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-02,16.041,-2.017,5.611,10.281,-5.5
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-03,-5.784,-20.97,10.281,-16.18,5.951
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-04,-9.99,-30.578,-16.18,2.231,28.499
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-05,19.538,-7.761,2.231,23.644,36.012
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-06,-7.93,-9.247,23.644,1.658,18.08
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-07,1.155,-12.295,1.658,8.208,18.916
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-08,-1.142,-29.742,8.208,7.343,16.338
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-09,6.197,-13.442,7.343,2.378,10.985
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-10,7.023,8.2,2.378,5.863,-1.217
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-11,-11.553,-7.087,5.863,2.403,-14.922
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2019-12,18.182,22.935,2.403,-8.878,-6.367
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-01,-3.36,24.346,-8.878,-8.824,-3.695
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-02,-11.162,-4.804,-8.824,12.7,29.894
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-03,-9.681,-8.741,12.7,-6.277,25.545
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-04,23.717,25.434,-6.277,22.977,26.279
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-05,-5.806,-1.161,22.977,8.926,3.366
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-06,3.131,10.714,8.926,-5.729,-3.125
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-07,-1.328,7.996,-5.729,0.663,30.645
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-08,-19.038,-11.555,0.663,2.086,40.505
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-09,8.907,-9.298,2.086,27.133,42.688
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-10,8.942,-7.671,27.133,8.261,22.78
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-11,10.01,14.838,8.261,3.672,21.849
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2020-12,0,-2.829,3.672,9.395,21.377
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-01,9.918,10.522,9.395,7.44,11.734
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-02,9.603,36.354,7.44,3.27,2.757
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-03,-15.257,27.936,3.27,0.704,-7.036
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-04,19.073,23.134,0.704,-1.192,-2.918
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-05,-11.228,16.047,-1.192,-6.572,3.307
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-06,9.865,23.624,-6.572,5.165,17.654
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-07,1.919,27.692,5.165,5.144,26.672
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-08,-0.602,56.77,5.144,6.402,33.441
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-09,-0.682,42.966,6.402,13.226,3.557
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-10,2.746,34.835,13.226,10.762,-6.801
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-11,19.376,46.315,10.762,-17.426,-4.572
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2021-12,-12.438,28.116,-17.426,1.9,1.37
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-01,-5.611,10.017,1.9,13.412,5.756
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-02,-0.828,-0.453,13.412,-12.285,-29.96
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-03,11.836,31.373,-12.285,6.309,-17.069
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-04,-9.634,-0.299,6.309,-24.89,-25.127
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-05,8.033,21.332,-24.89,3.86,-19.413
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-06,6.254,17.345,3.86,-4.021,-14.171
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-07,0.327,15.512,-4.021,-19.158,2.106
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-08,21.056,40.682,-19.158,10.616,8.908
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-09,4.685,48.284,10.616,14.181,14.383
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-10,-17.747,18.708,14.181,-13.772,3.593
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-11,-6.254,-6.779,-13.772,16.178,23.765
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2022-12,0.267,6.747,16.178,3.409,2.911
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-01,-27.478,-17.983,3.409,3.019,24.053
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-02,22.752,1.517,3.019,-3.398,28.18
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-03,7.324,-2.578,-3.398,24.653,37.109
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-04,-14.694,-8.033,24.653,6.446,11.701
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-05,7.592,-8.409,6.446,3.332,-0.584
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-06,2.428,-11.707,3.332,1.553,-7.013
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-07,-9.63,-20.469,1.553,-5.261,11.356
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-08,-0.738,-34.787,-5.261,-3.351,23.557
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-09,1.652,-36.677,-3.351,21.615,41.053
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-10,-2.356,-24.828,21.615,5.12,53.465
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-11,4.576,-16.144,5.12,10.335,56.721
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2023-12,3.978,-13.041,10.335,32.317,26.036
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-01,10.635,32.661,32.317,7.35,-8.788
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-02,-7.469,0,7.35,-11.268,-11.824
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-03,15.919,8.008,-11.268,-4.243,-11.674
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-04,18.44,49.959,-4.243,3.776,-23.268
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-05,-18.454,13.657,3.776,-11.117,-27.536
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-06,-12.083,-2.444,-11.117,-16.812,-24.565
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-07,12.453,21.393,-16.812,-1.996,-9.669
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-08,2.498,25.351,-1.996,-7.473,-4.369
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-09,-13.768,6.336,-7.473,-0.385,11.987
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-10,41.176,53.744,-0.385,3.754,-5.084
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-11,-10.606,31.424,3.754,8.352,-16.849
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2024-12,-1.634,24.331,8.352,-15.57,-19.004
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-01,-18.892,-8.852,-15.57,-9.107,3.955
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-02,16.844,15.097,-9.107,5.545,37.643
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-03,-0.065,-0.774,5.545,8.363,28.763
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-04,-5.393,-20.74,8.363,20.348,-10.152
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-05,2.747,-0.134,20.348,-1.264,-4.769
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-06,1.136,14.882,-1.264,-24.387,25.064
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-07,-10.112,-8.17,-24.387,27.559,53.883
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-08,1.985,-8.63,27.559,29.666,30.197
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-09,13.41,20.168,29.666,-6.963,20.86
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-10,-4.069,-18.344,-6.963,7.925,38.396
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-11,12.657,2.906,7.925,20.367,8.479
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2025-12,-6.529,-2.215,20.367,6.536,7.456
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2026-01,-8.559,10.243,6.536,-15.406,11.929
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2026-02,2.822,-2.987,-15.406,19.232,26.672
2026/05/20 01:43,8035.T,METI,出荷,半導体・フラットパネルディスプレイ製造装置,2026-03,-0.803,-3.704,19.232,10.971,
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-05,-8.055,0,0,14.558,3.683
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-06,-7.965,0,14.558,0.756,-21.293
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-07,5.192,0,0.756,-10.173,-8.559
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-08,24.132,0,-10.173,-13.038,-6.226
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-09,-14.875,0,-13.038,17.059,18.837
2026/05/20 01:43,6857.T,METI,生産,半導体・フラットパネルディスプレイ製造装置,2018-10,-13.841,0,17.059,-7.882,7.923
