updated_at,theme_id,ticker,company,week_end,close,volume
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-05-26,3011,4006400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-06-02,2880,5677700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-06-09,3011,5661100
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-06-16,2955.5,4400500
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-06-23,2972.5,3427800
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-06-30,3111,6674700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-07-07,3056,2707300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-07-14,3067,3390000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-07-22,3214,6434700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-07-29,3254,3235800
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-08-05,3490,4986000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-08-13,3705,6472600
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-08-20,3692,5159400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-08-27,3626,3562000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-09-03,3474,4821100
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-09-10,3684,4338400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-09-18,3763,3930000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-09-26,3815,4545800
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-10-03,3743,4366200
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-10-10,3927,6317700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-10-20,3955,5199000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-10-27,4090,6042300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-11-04,4332,18723200
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-11-11,4338,5369300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-11-18,4060,5690700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-11-26,4259,5148700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-12-03,4339,7330300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-12-10,4637,6842100
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-12-17,4598,5634500
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2025-12-24,4608,2825900
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-01-05,4790,6068600
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-01-13,5037,8956400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-01-20,4971,4626200
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-01-27,4886,6097900
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-02-03,5000,5977300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-02-10,5814,9494900
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-02-18,5625,5949700
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-02-26,5870,8464800
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-03-05,5618,8046400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-03-12,5523,4972300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-03-19,5483,7867000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-03-27,5335,7564900
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-04-03,5306,3487500
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-04-10,5813,6068800
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-04-17,5799,5511200
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-04-24,5999,4219000
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-05-07,6448,12043300
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-05-14,6436,6838400
2026/05/20 15:27,TREND-AI-POWER,6503.T,三菱電機,2026-05-20,5740,7936900
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-05-26,3856,7642900
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-06-02,3978,9356500
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-06-09,4112,10371500
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-06-16,4014,9000000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-06-23,3925,8611500
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-06-30,4205,12620000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-07-07,3977,9464600
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-07-14,4089,7346000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-07-22,4410,14539800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-07-29,4457,11426800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-08-05,4126,15885400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-08-13,4311,11956700
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-08-20,4145,9541000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-08-27,4042,8773400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-09-03,3829,18343100
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-09-10,4119,15213400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-09-18,3956,11813800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-09-26,3939,17472400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-10-03,4300,43965200
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-10-10,4414,14555600
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-10-20,4576,9417200
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-10-27,4738,16158000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-11-04,5221,20788800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-11-11,5120,9472400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-11-18,4770,18965200
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-11-26,4853,13020300
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-12-03,4877,9246000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-12-10,4887,7443400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-12-17,4959,9893300
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2025-12-24,4988,4396800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-01-05,5068,10535500
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-01-13,5330,13705100
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-01-20,5197,10077400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-01-27,5094,9552900
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-02-03,5381,13230100
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-02-10,5650,25259600
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-02-18,4912,21394500
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-02-26,5148,21175700
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-03-05,4860,17159200
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-03-12,4926,14597400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-03-19,4849,16630800
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-03-27,4716,13897900
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-04-03,4811,7658200
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-04-10,4810,11797600
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-04-17,5157,10437400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-04-24,5229,10572600
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-05-07,4850,25537000
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-05-14,4671,14167400
2026/05/20 15:27,TREND-AI-POWER,6501.T,日立,2026-05-20,4879,9350700
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-05-26,2827,3145600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-06-02,3014,1852400
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-06-09,3017,1806600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-06-16,2866,3110400
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-06-23,2818,1668800
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-06-30,3095,3571700
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-07-07,3025,1621300
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-07-14,3170,2000600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-07-22,3361,3273000
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-07-29,3509,2285600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-08-05,3918,6741000
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-08-13,4025,4381400
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-08-20,3877,3535700
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-08-27,4056,1957600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-09-03,4085,4187800
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-09-10,4291,5080100
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-09-18,4210,3047400
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-09-26,4254,3762900
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-10-03,4200,1922600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-10-10,4535,4163800
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-10-20,4577,2981900
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-10-27,4770,3742100
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-11-04,6062,23844500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-11-11,5860,7241200
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-11-18,5941,9713500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-11-26,6051,5382300
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-12-03,6839,13909700
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-12-10,6936,11046300
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-12-17,6321,6768400
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2025-12-24,6502,4289100
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-01-05,6710,6979500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-01-13,6479,7538000
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-01-20,6597,4590500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-01-27,6679,3665500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-02-03,7655,20974000
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-02-10,8728,8858100
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-02-18,8826,5499500
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-02-26,10240,9888100
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-03-05,9975,9290600
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-03-12,10365,6877000
2026/05/20 15:27,TREND-AI-POWER,5802.T,住友電工,2026-03-19,9948,10735400
